sequence_id,asset_id,lbw,split,sequence_index,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index,row_count
HK50.cash__lbw_252__train__00000817,HK50.cash,252,train,8,2022-04-07T00:00:00,2022-07-12T00:00:00,817,879,63
HK50.cash__lbw_252__train__00000880,HK50.cash,252,train,9,2022-07-13T00:00:00,2022-10-11T00:00:00,880,942,63
HK50.cash__lbw_252__train__00000943,HK50.cash,252,train,10,2022-10-12T00:00:00,2023-01-11T00:00:00,943,1005,63
HK50.cash__lbw_252__train__00001006,HK50.cash,252,train,11,2023-01-12T00:00:00,2023-04-18T00:00:00,1006,1068,63
HK50.cash__lbw_252__train__00001069,HK50.cash,252,train,12,2023-04-19T00:00:00,2023-07-19T00:00:00,1069,1131,63
HK50.cash__lbw_252__train__00001132,HK50.cash,252,train,13,2023-07-20T00:00:00,2023-10-18T00:00:00,1132,1194,63
HK50.cash__lbw_252__train__00001195,HK50.cash,252,train,14,2023-10-19T00:00:00,2024-01-19T00:00:00,1195,1257,63
HK50.cash__lbw_252__train__00001258,HK50.cash,252,train,15,2024-01-22T00:00:00,2024-04-23T00:00:00,1258,1320,63
HK50.cash__lbw_252__train__00001321,HK50.cash,252,train,16,2024-04-24T00:00:00,2024-07-25T00:00:00,1321,1383,63
HK50.cash__lbw_252__train__00001384,HK50.cash,252,train,17,2024-07-26T00:00:00,2024-10-28T00:00:00,1384,1446,63
HK50.cash__lbw_252__train__00001447,HK50.cash,252,train,18,2024-10-29T00:00:00,2025-01-28T00:00:00,1447,1509,63
HK50.cash__lbw_252__train__00001510,HK50.cash,252,train,19,2025-02-03T00:00:00,2025-05-07T00:00:00,1510,1572,63
HK50.cash__lbw_252__validation__00001625,HK50.cash,252,validation,0,2025-07-22T00:00:00,2025-10-20T00:00:00,1625,1687,63
HK50.cash__lbw_252__validation__00001688,HK50.cash,252,validation,1,2025-10-21T00:00:00,2026-01-21T00:00:00,1688,1750,63
JP225.cash__lbw_252__train__00000313,JP225.cash,252,train,0,2019-01-03T00:00:00,2019-04-01T00:00:00,313,375,63
JP225.cash__lbw_252__train__00000376,JP225.cash,252,train,1,2019-04-02T00:00:00,2019-06-28T00:00:00,376,438,63
JP225.cash__lbw_252__train__00000439,JP225.cash,252,train,2,2019-07-01T00:00:00,2019-09-25T00:00:00,439,501,63
JP225.cash__lbw_252__train__00000502,JP225.cash,252,train,3,2019-09-26T00:00:00,2019-12-23T00:00:00,502,564,63
JP225.cash__lbw_252__train__00000565,JP225.cash,252,train,4,2019-12-24T00:00:00,2020-03-23T00:00:00,565,627,63
JP225.cash__lbw_252__train__00000628,JP225.cash,252,train,5,2020-03-24T00:00:00,2020-06-19T00:00:00,628,690,63
JP225.cash__lbw_252__train__00000691,JP225.cash,252,train,6,2020-06-22T00:00:00,2020-09-16T00:00:00,691,753,63
JP225.cash__lbw_252__train__00000754,JP225.cash,252,train,7,2020-09-17T00:00:00,2020-12-14T00:00:00,754,816,63
JP225.cash__lbw_252__train__00000817,JP225.cash,252,train,8,2020-12-15T00:00:00,2021-03-12T00:00:00,817,879,63
JP225.cash__lbw_252__train__00000880,JP225.cash,252,train,9,2021-03-15T00:00:00,2021-06-09T00:00:00,880,942,63
JP225.cash__lbw_252__train__00000943,JP225.cash,252,train,10,2021-06-10T00:00:00,2021-09-06T00:00:00,943,1005,63
JP225.cash__lbw_252__train__00001006,JP225.cash,252,train,11,2021-09-07T00:00:00,2021-12-02T00:00:00,1006,1068,63
JP225.cash__lbw_252__train__00001069,JP225.cash,252,train,12,2021-12-03T00:00:00,2022-03-02T00:00:00,1069,1131,63
JP225.cash__lbw_252__train__00001132,JP225.cash,252,train,13,2022-03-03T00:00:00,2022-05-31T00:00:00,1132,1194,63
JP225.cash__lbw_252__train__00001195,JP225.cash,252,train,14,2022-06-01T00:00:00,2022-08-26T00:00:00,1195,1257,63
JP225.cash__lbw_252__train__00001258,JP225.cash,252,train,15,2022-08-29T00:00:00,2022-11-23T00:00:00,1258,1320,63
JP225.cash__lbw_252__train__00001321,JP225.cash,252,train,16,2022-11-24T00:00:00,2023-02-22T00:00:00,1321,1383,63
JP225.cash__lbw_252__train__00001384,JP225.cash,252,train,17,2023-02-23T00:00:00,2023-05-22T00:00:00,1384,1446,63
JP225.cash__lbw_252__train__00001447,JP225.cash,252,train,18,2023-05-23T00:00:00,2023-08-17T00:00:00,1447,1509,63
JP225.cash__lbw_252__train__00001510,JP225.cash,252,train,19,2023-08-18T00:00:00,2023-11-14T00:00:00,1510,1572,63
JP225.cash__lbw_252__train__00001573,JP225.cash,252,train,20,2023-11-15T00:00:00,2024-02-13T00:00:00,1573,1635,63
JP225.cash__lbw_252__train__00001636,JP225.cash,252,train,21,2024-02-14T00:00:00,2024-05-13T00:00:00,1636,1698,63
JP225.cash__lbw_252__train__00001699,JP225.cash,252,train,22,2024-05-14T00:00:00,2024-08-08T00:00:00,1699,1761,63
JP225.cash__lbw_252__train__00001762,JP225.cash,252,train,23,2024-08-09T00:00:00,2024-11-05T00:00:00,1762,1824,63
JP225.cash__lbw_252__train__00001825,JP225.cash,252,train,24,2024-11-06T00:00:00,2025-02-04T00:00:00,1825,1887,63
JP225.cash__lbw_252__train__00001888,JP225.cash,252,train,25,2025-02-05T00:00:00,2025-05-05T00:00:00,1888,1950,63
JP225.cash__lbw_252__validation__00001974,JP225.cash,252,validation,0,2025-06-06T00:00:00,2025-09-02T00:00:00,1974,2036,63
JP225.cash__lbw_252__validation__00002037,JP225.cash,252,validation,1,2025-09-03T00:00:00,2025-11-28T00:00:00,2037,2099,63
N25.cash__lbw_252__train__00000313,N25.cash,252,train,0,2022-01-31T00:00:00,2022-04-29T00:00:00,313,375,63
N25.cash__lbw_252__train__00000376,N25.cash,252,train,1,2022-05-02T00:00:00,2022-07-27T00:00:00,376,438,63
N25.cash__lbw_252__train__00000439,N25.cash,252,train,2,2022-07-28T00:00:00,2022-10-24T00:00:00,439,501,63
N25.cash__lbw_252__train__00000502,N25.cash,252,train,3,2022-10-25T00:00:00,2023-01-20T00:00:00,502,564,63
N25.cash__lbw_252__train__00000565,N25.cash,252,train,4,2023-01-23T00:00:00,2023-04-21T00:00:00,565,627,63
N25.cash__lbw_252__train__00000628,N25.cash,252,train,5,2023-04-24T00:00:00,2023-07-20T00:00:00,628,690,63
N25.cash__lbw_252__train__00000691,N25.cash,252,train,6,2023-07-21T00:00:00,2023-10-17T00:00:00,691,753,63
N25.cash__lbw_252__train__00000754,N25.cash,252,train,7,2023-10-18T00:00:00,2024-08-21T00:00:00,754,816,63
N25.cash__lbw_252__train__00000817,N25.cash,252,train,8,2024-08-22T00:00:00,2024-11-18T00:00:00,817,879,63
N25.cash__lbw_252__train__00000880,N25.cash,252,train,9,2024-11-19T00:00:00,2025-02-18T00:00:00,880,942,63
N25.cash__lbw_252__train__00000943,N25.cash,252,train,10,2025-02-19T00:00:00,2025-05-21T00:00:00,943,1005,63
N25.cash__lbw_252__train__00001006,N25.cash,252,train,11,2025-05-22T00:00:00,2025-08-18T00:00:00,1006,1068,63
N25.cash__lbw_252__validation__00001111,N25.cash,252,validation,0,2025-10-16T00:00:00,2026-01-15T00:00:00,1111,1173,63
SPN35.cash__lbw_252__train__00000313,SPN35.cash,252,train,0,2022-01-28T00:00:00,2022-04-28T00:00:00,313,375,63
SPN35.cash__lbw_252__train__00000376,SPN35.cash,252,train,1,2022-04-29T00:00:00,2022-07-26T00:00:00,376,438,63
SPN35.cash__lbw_252__train__00000439,SPN35.cash,252,train,2,2022-07-27T00:00:00,2022-10-21T00:00:00,439,501,63
SPN35.cash__lbw_252__train__00000502,SPN35.cash,252,train,3,2022-10-24T00:00:00,2023-01-19T00:00:00,502,564,63
SPN35.cash__lbw_252__train__00000565,SPN35.cash,252,train,4,2023-01-20T00:00:00,2023-04-20T00:00:00,565,627,63
SPN35.cash__lbw_252__train__00000628,SPN35.cash,252,train,5,2023-04-21T00:00:00,2023-07-19T00:00:00,628,690,63
SPN35.cash__lbw_252__train__00000691,SPN35.cash,252,train,6,2023-07-20T00:00:00,2023-10-16T00:00:00,691,753,63
SPN35.cash__lbw_252__train__00000754,SPN35.cash,252,train,7,2023-10-17T00:00:00,2024-01-16T00:00:00,754,816,63
SPN35.cash__lbw_252__train__00000817,SPN35.cash,252,train,8,2024-01-17T00:00:00,2024-04-16T00:00:00,817,879,63
SPN35.cash__lbw_252__train__00000880,SPN35.cash,252,train,9,2024-04-17T00:00:00,2024-07-15T00:00:00,880,942,63
SPN35.cash__lbw_252__train__00000943,SPN35.cash,252,train,10,2024-07-16T00:00:00,2024-10-10T00:00:00,943,1005,63
SPN35.cash__lbw_252__train__00001006,SPN35.cash,252,train,11,2024-10-11T00:00:00,2025-01-10T00:00:00,1006,1068,63
SPN35.cash__lbw_252__train__00001069,SPN35.cash,252,train,12,2025-01-13T00:00:00,2025-04-09T00:00:00,1069,1131,63
SPN35.cash__lbw_252__train__00001132,SPN35.cash,252,train,13,2025-04-10T00:00:00,2025-07-10T00:00:00,1132,1194,63
SPN35.cash__lbw_252__validation__00001249,SPN35.cash,252,validation,0,2025-09-25T00:00:00,2025-12-22T00:00:00,1249,1311,63
UKOIL.cash__lbw_252__train__00000313,UKOIL.cash,252,train,0,2017-07-10T00:00:00,2017-10-04T00:00:00,313,375,63
UKOIL.cash__lbw_252__train__00000376,UKOIL.cash,252,train,1,2017-10-05T00:00:00,2018-01-03T00:00:00,376,438,63
UKOIL.cash__lbw_252__train__00000439,UKOIL.cash,252,train,2,2018-01-04T00:00:00,2018-04-03T00:00:00,439,501,63
UKOIL.cash__lbw_252__train__00000502,UKOIL.cash,252,train,3,2018-04-04T00:00:00,2018-06-29T00:00:00,502,564,63
UKOIL.cash__lbw_252__train__00000565,UKOIL.cash,252,train,4,2018-07-02T00:00:00,2018-09-26T00:00:00,565,627,63
UKOIL.cash__lbw_252__train__00000628,UKOIL.cash,252,train,5,2018-09-27T00:00:00,2018-12-24T00:00:00,628,690,63
UKOIL.cash__lbw_252__train__00000691,UKOIL.cash,252,train,6,2018-12-26T00:00:00,2019-03-25T00:00:00,691,753,63
UKOIL.cash__lbw_252__train__00000754,UKOIL.cash,252,train,7,2019-03-26T00:00:00,2019-06-21T00:00:00,754,816,63
UKOIL.cash__lbw_252__train__00000817,UKOIL.cash,252,train,8,2019-06-24T00:00:00,2019-09-18T00:00:00,817,879,63
UKOIL.cash__lbw_252__train__00000880,UKOIL.cash,252,train,9,2019-09-19T00:00:00,2019-12-16T00:00:00,880,942,63
UKOIL.cash__lbw_252__train__00000943,UKOIL.cash,252,train,10,2019-12-17T00:00:00,2020-03-16T00:00:00,943,1005,63
UKOIL.cash__lbw_252__train__00001006,UKOIL.cash,252,train,11,2020-03-17T00:00:00,2020-06-12T00:00:00,1006,1068,63
UKOIL.cash__lbw_252__train__00001069,UKOIL.cash,252,train,12,2020-06-15T00:00:00,2020-09-09T00:00:00,1069,1131,63
UKOIL.cash__lbw_252__train__00001132,UKOIL.cash,252,train,13,2020-09-10T00:00:00,2020-12-07T00:00:00,1132,1194,63
UKOIL.cash__lbw_252__train__00001195,UKOIL.cash,252,train,14,2020-12-08T00:00:00,2021-03-08T00:00:00,1195,1257,63
UKOIL.cash__lbw_252__train__00001258,UKOIL.cash,252,train,15,2021-03-09T00:00:00,2021-06-04T00:00:00,1258,1320,63
UKOIL.cash__lbw_252__train__00001321,UKOIL.cash,252,train,16,2021-06-07T00:00:00,2021-09-01T00:00:00,1321,1383,63
UKOIL.cash__lbw_252__train__00001384,UKOIL.cash,252,train,17,2021-09-02T00:00:00,2021-11-29T00:00:00,1384,1446,63
UKOIL.cash__lbw_252__train__00001447,UKOIL.cash,252,train,18,2021-11-30T00:00:00,2022-02-25T00:00:00,1447,1509,63
UKOIL.cash__lbw_252__train__00001510,UKOIL.cash,252,train,19,2022-02-28T00:00:00,2022-05-26T00:00:00,1510,1572,63
UKOIL.cash__lbw_252__train__00001573,UKOIL.cash,252,train,20,2022-05-27T00:00:00,2022-08-23T00:00:00,1573,1635,63
UKOIL.cash__lbw_252__train__00001636,UKOIL.cash,252,train,21,2022-08-24T00:00:00,2022-11-18T00:00:00,1636,1698,63
UKOIL.cash__lbw_252__train__00001699,UKOIL.cash,252,train,22,2022-11-21T00:00:00,2023-02-17T00:00:00,1699,1761,63
UKOIL.cash__lbw_252__train__00001762,UKOIL.cash,252,train,23,2023-02-20T00:00:00,2023-05-18T00:00:00,1762,1824,63
UKOIL.cash__lbw_252__train__00001825,UKOIL.cash,252,train,24,2023-05-19T00:00:00,2023-08-15T00:00:00,1825,1887,63
UKOIL.cash__lbw_252__train__00001888,UKOIL.cash,252,train,25,2023-08-16T00:00:00,2023-11-10T00:00:00,1888,1950,63
UKOIL.cash__lbw_252__train__00001951,UKOIL.cash,252,train,26,2023-11-13T00:00:00,2024-02-09T00:00:00,1951,2013,63
UKOIL.cash__lbw_252__train__00002014,UKOIL.cash,252,train,27,2024-02-12T00:00:00,2024-05-09T00:00:00,2014,2076,63
UKOIL.cash__lbw_252__train__00002077,UKOIL.cash,252,train,28,2024-05-10T00:00:00,2024-08-06T00:00:00,2077,2139,63
UKOIL.cash__lbw_252__train__00002140,UKOIL.cash,252,train,29,2024-08-07T00:00:00,2024-11-01T00:00:00,2140,2202,63
UKOIL.cash__lbw_252__train__00002203,UKOIL.cash,252,train,30,2024-11-04T00:00:00,2025-01-31T00:00:00,2203,2265,63
UKOIL.cash__lbw_252__validation__00002316,UKOIL.cash,252,validation,0,2025-04-14T00:00:00,2025-07-10T00:00:00,2316,2378,63
UKOIL.cash__lbw_252__validation__00002379,UKOIL.cash,252,validation,1,2025-07-11T00:00:00,2025-10-07T00:00:00,2379,2441,63
UKOIL.cash__lbw_252__validation__00002442,UKOIL.cash,252,validation,2,2025-10-08T00:00:00,2026-01-06T00:00:00,2442,2504,63
US2000.cash__lbw_252__train__00000313,US2000.cash,252,train,0,2019-04-12T00:00:00,2019-07-10T00:00:00,313,375,63
US2000.cash__lbw_252__train__00000376,US2000.cash,252,train,1,2019-07-11T00:00:00,2019-10-07T00:00:00,376,438,63
US2000.cash__lbw_252__train__00000439,US2000.cash,252,train,2,2019-10-08T00:00:00,2020-01-06T00:00:00,439,501,63
US2000.cash__lbw_252__train__00000502,US2000.cash,252,train,3,2020-01-07T00:00:00,2020-04-02T00:00:00,502,564,63
US2000.cash__lbw_252__train__00000565,US2000.cash,252,train,4,2020-04-03T00:00:00,2020-07-01T00:00:00,565,627,63
US2000.cash__lbw_252__train__00000628,US2000.cash,252,train,5,2020-07-02T00:00:00,2020-09-28T00:00:00,628,690,63
US2000.cash__lbw_252__train__00000691,US2000.cash,252,train,6,2020-09-29T00:00:00,2020-12-24T00:00:00,691,753,63
US2000.cash__lbw_252__train__00000754,US2000.cash,252,train,7,2020-12-28T00:00:00,2021-03-25T00:00:00,754,816,63
US2000.cash__lbw_252__train__00000817,US2000.cash,252,train,8,2021-03-26T00:00:00,2021-06-22T00:00:00,817,879,63
US2000.cash__lbw_252__train__00000880,US2000.cash,252,train,9,2021-06-23T00:00:00,2021-09-17T00:00:00,880,942,63
US2000.cash__lbw_252__train__00000943,US2000.cash,252,train,10,2021-09-20T00:00:00,2021-12-15T00:00:00,943,1005,63
US2000.cash__lbw_252__train__00001006,US2000.cash,252,train,11,2021-12-16T00:00:00,2022-03-15T00:00:00,1006,1068,63
US2000.cash__lbw_252__train__00001069,US2000.cash,252,train,12,2022-03-16T00:00:00,2022-06-13T00:00:00,1069,1131,63
US2000.cash__lbw_252__train__00001132,US2000.cash,252,train,13,2022-06-14T00:00:00,2022-09-08T00:00:00,1132,1194,63
US2000.cash__lbw_252__train__00001195,US2000.cash,252,train,14,2022-09-09T00:00:00,2022-12-06T00:00:00,1195,1257,63
US2000.cash__lbw_252__train__00001258,US2000.cash,252,train,15,2022-12-07T00:00:00,2023-03-07T00:00:00,1258,1320,63
US2000.cash__lbw_252__train__00001321,US2000.cash,252,train,16,2023-03-08T00:00:00,2023-06-02T00:00:00,1321,1383,63
US2000.cash__lbw_252__train__00001384,US2000.cash,252,train,17,2023-06-05T00:00:00,2023-08-30T00:00:00,1384,1446,63
US2000.cash__lbw_252__train__00001447,US2000.cash,252,train,18,2023-08-31T00:00:00,2023-11-27T00:00:00,1447,1509,63
US2000.cash__lbw_252__train__00001510,US2000.cash,252,train,19,2023-11-28T00:00:00,2024-02-26T00:00:00,1510,1572,63
US2000.cash__lbw_252__train__00001573,US2000.cash,252,train,20,2024-02-27T00:00:00,2024-05-24T00:00:00,1573,1635,63
US2000.cash__lbw_252__train__00001636,US2000.cash,252,train,21,2024-05-27T00:00:00,2024-08-21T00:00:00,1636,1698,63
US2000.cash__lbw_252__train__00001699,US2000.cash,252,train,22,2024-08-22T00:00:00,2024-11-18T00:00:00,1699,1761,63
US2000.cash__lbw_252__train__00001762,US2000.cash,252,train,23,2024-11-19T00:00:00,2025-02-17T00:00:00,1762,1824,63
US2000.cash__lbw_252__train__00001825,US2000.cash,252,train,24,2025-02-18T00:00:00,2025-05-16T00:00:00,1825,1887,63
US2000.cash__lbw_252__validation__00001909,US2000.cash,252,validation,0,2025-06-17T00:00:00,2025-09-11T00:00:00,1909,1971,63
US2000.cash__lbw_252__validation__00001972,US2000.cash,252,validation,1,2025-09-12T00:00:00,2025-12-09T00:00:00,1972,2034,63
USOIL.cash__lbw_252__train__00000313,USOIL.cash,252,train,0,2022-03-17T00:00:00,2022-06-14T00:00:00,313,375,63
USOIL.cash__lbw_252__train__00000376,USOIL.cash,252,train,1,2022-06-15T00:00:00,2022-09-09T00:00:00,376,438,63
USOIL.cash__lbw_252__train__00000439,USOIL.cash,252,train,2,2022-09-12T00:00:00,2022-12-07T00:00:00,439,501,63
USOIL.cash__lbw_252__train__00000502,USOIL.cash,252,train,3,2022-12-08T00:00:00,2023-03-08T00:00:00,502,564,63
USOIL.cash__lbw_252__train__00000565,USOIL.cash,252,train,4,2023-03-09T00:00:00,2023-06-06T00:00:00,565,627,63
USOIL.cash__lbw_252__train__00000628,USOIL.cash,252,train,5,2023-06-07T00:00:00,2023-09-01T00:00:00,628,690,63
USOIL.cash__lbw_252__train__00000691,USOIL.cash,252,train,6,2023-09-04T00:00:00,2023-11-29T00:00:00,691,753,63
USOIL.cash__lbw_252__train__00000754,USOIL.cash,252,train,7,2023-11-30T00:00:00,2024-02-28T00:00:00,754,816,63
USOIL.cash__lbw_252__train__00000817,USOIL.cash,252,train,8,2024-02-29T00:00:00,2024-05-28T00:00:00,817,879,63
USOIL.cash__lbw_252__train__00000880,USOIL.cash,252,train,9,2024-05-29T00:00:00,2024-08-23T00:00:00,880,942,63
USOIL.cash__lbw_252__train__00000943,USOIL.cash,252,train,10,2024-08-26T00:00:00,2024-11-20T00:00:00,943,1005,63
USOIL.cash__lbw_252__train__00001006,USOIL.cash,252,train,11,2024-11-21T00:00:00,2025-02-19T00:00:00,1006,1068,63
USOIL.cash__lbw_252__train__00001069,USOIL.cash,252,train,12,2025-02-20T00:00:00,2025-05-20T00:00:00,1069,1131,63
USOIL.cash__lbw_252__train__00001132,USOIL.cash,252,train,13,2025-05-21T00:00:00,2025-08-15T00:00:00,1132,1194,63
USOIL.cash__lbw_252__validation__00001227,USOIL.cash,252,validation,0,2025-10-01T00:00:00,2025-12-29T00:00:00,1227,1289,63
ADAUSD__lbw_252__train__00000313,ADAUSD,252,train,0,2022-07-20T00:00:00,2022-09-20T00:00:00,313,375,63
ADAUSD__lbw_252__train__00000376,ADAUSD,252,train,1,2022-09-21T00:00:00,2022-11-22T00:00:00,376,438,63
ADAUSD__lbw_252__train__00000439,ADAUSD,252,train,2,2022-11-23T00:00:00,2023-01-24T00:00:00,439,501,63
ADAUSD__lbw_252__train__00000502,ADAUSD,252,train,3,2023-01-25T00:00:00,2023-03-28T00:00:00,502,564,63
ADAUSD__lbw_252__train__00000565,ADAUSD,252,train,4,2023-03-29T00:00:00,2023-05-30T00:00:00,565,627,63
ADAUSD__lbw_252__train__00000628,ADAUSD,252,train,5,2023-05-31T00:00:00,2023-08-02T00:00:00,628,690,63
ADAUSD__lbw_252__train__00000691,ADAUSD,252,train,6,2023-08-03T00:00:00,2023-10-04T00:00:00,691,753,63
ADAUSD__lbw_252__train__00000754,ADAUSD,252,train,7,2023-10-05T00:00:00,2023-12-06T00:00:00,754,816,63
ADAUSD__lbw_252__train__00000817,ADAUSD,252,train,8,2023-12-07T00:00:00,2024-02-07T00:00:00,817,879,63
ADAUSD__lbw_252__train__00000880,ADAUSD,252,train,9,2024-02-08T00:00:00,2024-04-10T00:00:00,880,942,63
ADAUSD__lbw_252__train__00000943,ADAUSD,252,train,10,2024-04-11T00:00:00,2024-06-12T00:00:00,943,1005,63
ADAUSD__lbw_252__train__00001006,ADAUSD,252,train,11,2024-06-13T00:00:00,2024-08-14T00:00:00,1006,1068,63
ADAUSD__lbw_252__train__00001069,ADAUSD,252,train,12,2024-08-15T00:00:00,2024-10-16T00:00:00,1069,1131,63
ADAUSD__lbw_252__train__00001132,ADAUSD,252,train,13,2024-10-17T00:00:00,2024-12-18T00:00:00,1132,1194,63
ADAUSD__lbw_252__train__00001195,ADAUSD,252,train,14,2024-12-19T00:00:00,2025-02-19T00:00:00,1195,1257,63
ADAUSD__lbw_252__train__00001258,ADAUSD,252,train,15,2025-02-20T00:00:00,2025-04-23T00:00:00,1258,1320,63
ADAUSD__lbw_252__train__00001321,ADAUSD,252,train,16,2025-04-24T00:00:00,2025-06-25T00:00:00,1321,1383,63
ADAUSD__lbw_252__train__00001384,ADAUSD,252,train,17,2025-06-26T00:00:00,2025-08-29T00:00:00,1384,1446,63
ADAUSD__lbw_252__validation__00001492,ADAUSD,252,validation,0,2025-10-16T00:00:00,2025-12-17T00:00:00,1492,1554,63
ADAUSD__lbw_252__validation__00001555,ADAUSD,252,validation,1,2025-12-18T00:00:00,2026-02-18T00:00:00,1555,1617,63
AVAUSD__lbw_252__train__00000313,AVAUSD,252,train,0,2021-08-01T00:00:00,2021-10-02T00:00:00,313,375,63
AVAUSD__lbw_252__train__00000376,AVAUSD,252,train,1,2021-10-03T00:00:00,2021-12-04T00:00:00,376,438,63
AVAUSD__lbw_252__train__00000439,AVAUSD,252,train,2,2021-12-05T00:00:00,2022-02-05T00:00:00,439,501,63
AVAUSD__lbw_252__train__00000502,AVAUSD,252,train,3,2022-02-06T00:00:00,2022-04-09T00:00:00,502,564,63
AVAUSD__lbw_252__train__00000565,AVAUSD,252,train,4,2022-04-10T00:00:00,2022-06-11T00:00:00,565,627,63
AVAUSD__lbw_252__train__00000628,AVAUSD,252,train,5,2022-06-12T00:00:00,2022-08-13T00:00:00,628,690,63
AVAUSD__lbw_252__train__00000691,AVAUSD,252,train,6,2022-08-14T00:00:00,2022-10-15T00:00:00,691,753,63
AVAUSD__lbw_252__train__00000754,AVAUSD,252,train,7,2022-10-16T00:00:00,2022-12-17T00:00:00,754,816,63
AVAUSD__lbw_252__train__00000817,AVAUSD,252,train,8,2022-12-18T00:00:00,2023-02-18T00:00:00,817,879,63
AVAUSD__lbw_252__train__00000880,AVAUSD,252,train,9,2023-02-19T00:00:00,2023-04-22T00:00:00,880,942,63
AVAUSD__lbw_252__train__00000943,AVAUSD,252,train,10,2023-04-23T00:00:00,2023-06-24T00:00:00,943,1005,63
AVAUSD__lbw_252__train__00001006,AVAUSD,252,train,11,2023-06-25T00:00:00,2023-08-26T00:00:00,1006,1068,63
AVAUSD__lbw_252__train__00001069,AVAUSD,252,train,12,2023-08-27T00:00:00,2023-10-28T00:00:00,1069,1131,63
AVAUSD__lbw_252__train__00001132,AVAUSD,252,train,13,2023-10-29T00:00:00,2023-12-30T00:00:00,1132,1194,63
AVAUSD__lbw_252__train__00001195,AVAUSD,252,train,14,2023-12-31T00:00:00,2024-03-02T00:00:00,1195,1257,63
AVAUSD__lbw_252__train__00001258,AVAUSD,252,train,15,2024-03-03T00:00:00,2024-05-04T00:00:00,1258,1320,63
AVAUSD__lbw_252__train__00001321,AVAUSD,252,train,16,2024-05-05T00:00:00,2024-07-06T00:00:00,1321,1383,63
AVAUSD__lbw_252__train__00001384,AVAUSD,252,train,17,2024-07-07T00:00:00,2024-09-07T00:00:00,1384,1446,63
AVAUSD__lbw_252__train__00001447,AVAUSD,252,train,18,2024-09-08T00:00:00,2024-11-09T00:00:00,1447,1509,63
AVAUSD__lbw_252__train__00001510,AVAUSD,252,train,19,2024-11-10T00:00:00,2025-01-11T00:00:00,1510,1572,63
AVAUSD__lbw_252__train__00001573,AVAUSD,252,train,20,2025-01-12T00:00:00,2025-03-15T00:00:00,1573,1635,63
